Transaction ID,ISIN,CUSIP,Account Number,As of Date,Currency,Primary Account Info,Secondary Account Info,GL Balance,IHub Balance,Balance Difference,Match Status,Comments
1427846,DQ5164817203,2JFJ16C4X,2226769193,10-06-2024,AUD,Primary Info 507,Secondary Info 507,383947.81,290682.09,93265.72,Matched,
2213158,SF9243242956,EBTQBXD9W,1211175724,11-04-2024,INR,Primary Info 508,Secondary Info 508,493807.98,360548.97,133259.01,Pending,Pending investigation
6965340,WA7241307108,BKQFBAOQ8,6732210914,13-01-2025,USD,Primary Info 509,Secondary Info 509,457091.36,324719.15,132372.21,Unmatched,Pending investigation
2180207,SQ3927739148,9MXYNLD4D,4219204455,05-07-2024,AUD,Primary Info 510,Secondary Info 510,283613.15,415388.14,-131774.99,Unmatched,Pending investigation
1835922,CF0410708125,28A1MOZ9T,1357784786,16-04-2024,USD,Primary Info 511,Secondary Info 511,94732.22,21300.59,73431.63,Partially Matched,
1845218,LY8569963570,UIPE8UYY1,1567467643,21-10-2024,CAD,Primary Info 512,Secondary Info 512,184299.62,326577.34,-142277.72,Partially Matched,Needs review
1457833,RV5284584860,SZU6GTL7K,2864868932,15-02-2025,AUD,Primary Info 513,Secondary Info 513,338198.68,392329.55,-54130.87,Pending,
7859046,PA0217094663,PW9OGR38F,2901780885,27-04-2024,GBP,Primary Info 514,Secondary Info 514,197038.69,115832.16,81206.53,Unmatched,Needs review
3118731,TZ1928225172,DOSR484GV,3319894448,21-05-2024,JPY,Primary Info 515,Secondary Info 515,290677.03,175507.08,115169.95,Matched,Check discrepancy
1741629,PA3715983664,TPBKE2YHJ,1887568703,19-10-2024,USD,Primary Info 516,Secondary Info 516,208665.16,469172.05,-260506.89,Pending,Approved
1613431,LP0937687375,7OQPFG156,2257742728,29-07-2024,GBP,Primary Info 517,Secondary Info 517,430243.12,245050.52,185192.6,Partially Matched,Approved
6888658,KA3140952713,JZQW2222E,2968513616,31-07-2024,AUD,Primary Info 518,Secondary Info 518,407819.98,466597.12,-58777.14,Pending,Approved
3301783,FL5222724450,J6GISR0ID,1716357930,02-12-2024,CAD,Primary Info 519,Secondary Info 519,251282.05,395184,-143901.95,Unmatched,Check discrepancy
1566902,MP2397702273,FV0Q6U6O0,1849228870,28-02-2025,AUD,Primary Info 520,Secondary Info 520,408992.66,474185.29,-65192.63,Pending,Needs review
1817229,UK4514272725,PD4JSLLY2,1493684010,28-08-2024,GBP,Primary Info 521,Secondary Info 521,362330.39,295154.78,67175.61,Pending,Pending investigation
9273415,XD1786317784,1ZS4KMPYU,2584732885,21-06-2024,GBP,Primary Info 522,Secondary Info 522,97459.27,463345.2,-365885.93,Partially Matched,Needs review
7082310,XT3487868460,XL4NUSD8P,1337891902,23-08-2024,GBP,Primary Info 523,Secondary Info 523,239078.19,473308.44,-234230.25,Unmatched,Approved
2935296,IN6373179930,E9ZRJKGE8,1330530973,18-11-2024,GBP,Primary Info 524,Secondary Info 524,316396.38,200749.67,115646.71,Pending,Check discrepancy
7668020,TD0041629209,MZIJ5KS84,1746340823,18-12-2024,CAD,Primary Info 525,Secondary Info 525,252690.81,40809.89,211880.92,Partially Matched,Approved
5893122,KU4840128828,45UTFWMH4,3004811468,07-08-2024,JPY,Primary Info 526,Secondary Info 526,238792.65,54647.4,184145.25,Matched,Check discrepancy
1596868,OC0263733682,A57UIRMIA,2624097247,27-09-2024,JPY,Primary Info 527,Secondary Info 527,110657.51,301375.58,-190718.07,Unmatched,Check discrepancy
3370837,LU0500696307,BH7QTUUF1,2078405469,26-05-2024,EUR,Primary Info 528,Secondary Info 528,110467.15,328106.31,-217639.16,Pending,Needs review
9197946,BD4756775101,3YNF87V80,3124523722,25-07-2024,USD,Primary Info 529,Secondary Info 529,491965.66,494073.08,-2107.42,Partially Matched,Approved
1547995,TL3669038860,BAPICE8NQ,3111449876,15-11-2024,CAD,Primary Info 530,Secondary Info 530,25235.61,423969.38,-398733.77,Partially Matched,Pending investigation
2626903,EI9579974350,GAJHX726N,1401842358,09-05-2024,CAD,Primary Info 531,Secondary Info 531,463921.85,296422.89,167498.96,Pending,
9390642,OZ3039982102,BHTZCQF36,2382155586,09-07-2024,JPY,Primary Info 532,Secondary Info 532,366643.47,248567.3,118076.17,Matched,
3073941,KH4895148780,1EPETWF8E,1828249582,14-08-2024,GBP,Primary Info 533,Secondary Info 533,401040.13,198328.47,202711.66,Unmatched,
2705525,JX8161293590,ONK9DL3KA,2700383878,16-08-2024,CAD,Primary Info 534,Secondary Info 534,335113.96,378556.07,-43442.11,Unmatched,Approved
2621820,UI4927159004,H3PSKBW9W,1337891902,27-02-2025,AUD,Primary Info 535,Secondary Info 535,88575.82,499303.56,-410727.74,Unmatched,Approved
1278268,YN0284050884,MU1S9IDQX,8930417466,01-11-2024,AUD,Primary Info 536,Secondary Info 536,202126.36,359193.46,-157067.1,Unmatched,Pending investigation
5426649,SD4533251688,FY4N9AZ38,1287178893,12-07-2024,CAD,Primary Info 537,Secondary Info 537,267326.4,300710.33,-33383.93,Matched,Needs review
7710331,HN8169351103,DERSIC0CX,9309940127,23-12-2024,CAD,Primary Info 538,Secondary Info 538,31887.75,39499.15,-7611.4,Partially Matched,Pending investigation
2446914,KL8943558318,DPG74K2NW,1028126635,29-05-2024,GBP,Primary Info 539,Secondary Info 539,95733.03,284863.26,-189130.23,Pending,Needs review
1258169,XK1074921839,90QCLTNL5,2158706579,26-10-2024,USD,Primary Info 540,Secondary Info 540,233884.2,69324.83,164559.37,Unmatched,Check discrepancy
3741030,YB9328883221,3FNDCPSVQ,7754250298,28-06-2024,AUD,Primary Info 541,Secondary Info 541,373104.97,152356.46,220748.51,Pending,Pending investigation
3090931,GL7585264614,QJ63F187F,1955172637,20-02-2025,EUR,Primary Info 542,Secondary Info 542,272133.46,195718.25,76415.21,Partially Matched,Approved
1202119,FL3944100310,JLEQ8QEVY,5011019481,13-08-2024,USD,Primary Info 543,Secondary Info 543,387402.96,318099.18,69303.78,Unmatched,Approved
9657698,VX1545214100,UJNGI23ME,2521091359,21-09-2024,GBP,Primary Info 544,Secondary Info 544,18426.94,56000.99,-37574.05,Partially Matched,
2437244,GT7959081215,HK5XEXMSH,3073287608,16-02-2025,AUD,Primary Info 545,Secondary Info 545,251498.33,112354.89,139143.44,Partially Matched,Approved
1942591,AL3936891799,6L9SBOGOV,2956367863,11-12-2024,CAD,Primary Info 546,Secondary Info 546,11783.35,148240.79,-136457.44,Pending,Pending investigation
1251798,DY8978870807,MMVD8MIRK,5469866229,09-08-2024,GBP,Primary Info 547,Secondary Info 547,230993.38,335199.71,-104206.33,Pending,Pending investigation
2412116,WR4258305083,LRS8Z5XWE,1088306773,01-08-2024,CAD,Primary Info 548,Secondary Info 548,3031.53,85614.11,-82582.58,Unmatched,Check discrepancy
1386550,LP8062821957,LNCBQT33W,1498000948,14-03-2025,JPY,Primary Info 549,Secondary Info 549,325961.95,449322.49,-123360.54,Pending,Pending investigation
1810448,NL5613378790,GE31Q8CMA,2061521325,21-07-2024,GBP,Primary Info 550,Secondary Info 550,402283.68,499047.12,-96763.44,Pending,Approved
1623880,GB0764728413,7QEX079CD,8635147951,05-10-2024,JPY,Primary Info 551,Secondary Info 551,329162.28,363745.68,-34583.4,Pending,
1599577,JI7233407943,KUJ15JJEJ,1611727737,28-06-2024,CAD,Primary Info 552,Secondary Info 552,419145.14,289035.79,130109.35,Matched,Approved
2701497,ZR7135759574,H3B396W1X,1601011940,08-10-2024,CAD,Primary Info 553,Secondary Info 553,164877.76,58756.9,106120.86,Matched,
3390278,PU4828146637,STQRO5QP6,5560135496,03-06-2024,USD,Primary Info 554,Secondary Info 554,173783.3,217774.47,-43991.17,Matched,Needs review
2282946,RM5536474547,VTWDF0VUM,1568053949,14-04-2024,INR,Primary Info 555,Secondary Info 555,365500.94,83305.68,282195.26,Unmatched,
1876564,LH5447756030,49AOBH7JW,4733654572,31-07-2024,JPY,Primary Info 556,Secondary Info 556,488527.99,325127.86,163400.13,Unmatched,Approved
1117953,PX2686500383,ZLL48ESY3,3097721953,31-07-2024,GBP,Primary Info 557,Secondary Info 557,112335.47,15314.92,97020.55,Unmatched,
2726986,YZ5689812086,GVQ7VKP52,2993112210,14-08-2024,INR,Primary Info 558,Secondary Info 558,456592.22,206703.33,249888.89,Unmatched,Check discrepancy
2968869,LZ4536725248,BENCN0X9F,8243490575,31-07-2024,JPY,Primary Info 559,Secondary Info 559,148199.89,326060.15,-177860.26,Unmatched,Pending investigation
1547737,GJ1432748665,T3EJTB5LQ,1494824903,13-03-2025,INR,Primary Info 560,Secondary Info 560,457072.86,168524.27,288548.59,Partially Matched,Needs review
1049002,OF9690980193,5F98JIAM5,9528976710,18-05-2024,USD,Primary Info 561,Secondary Info 561,157566.83,229310.75,-71743.92,Pending,Approved
2006656,YI6513676797,7KXY6BAWD,6578594796,26-01-2025,EUR,Primary Info 562,Secondary Info 562,344590.9,138866.1,205724.8,Matched,
1398782,DU5309877363,01N6CTQGO,1035591382,03-02-2025,EUR,Primary Info 563,Secondary Info 563,106197.43,43298.36,62899.07,Unmatched,Pending investigation
2578477,GB6808654779,NEW541OSZ,2309657512,10-04-2024,CAD,Primary Info 564,Secondary Info 564,364588.55,172900.27,191688.28,Matched,Needs review
2967881,XT2109097117,F8TD0J91J,8126388034,15-06-2024,EUR,Primary Info 565,Secondary Info 565,336869.68,138460.1,198409.58,Pending,Needs review
1333806,UL3408749052,XUMHRVYOP,8974229065,28-12-2024,CAD,Primary Info 566,Secondary Info 566,44930.86,432140.54,-387209.68,Partially Matched,Pending investigation
2028547,FH3429152842,4PIEJEHWJ,1680250098,06-09-2024,AUD,Primary Info 567,Secondary Info 567,426102.77,97458.62,328644.15,Matched,Check discrepancy
8547246,AI4455695236,78AR0PZJM,2332111220,06-10-2024,INR,Primary Info 568,Secondary Info 568,442601.36,7858.55,434742.81,Pending,Approved
1817519,UW5200024210,D39DN110M,3258778044,27-10-2024,AUD,Primary Info 569,Secondary Info 569,110756.52,41153.15,69603.37,Unmatched,
2643277,SL3617770197,YSV3B5FFV,1855499507,16-11-2024,GBP,Primary Info 570,Secondary Info 570,395516.83,230925.95,164590.88,Partially Matched,
1722785,TS9578201546,T91NEDKAB,7719315075,12-08-2024,GBP,Primary Info 571,Secondary Info 571,327914.1,378315.26,-50401.16,Pending,
3397642,PX4457823772,SMGQC6B2D,2706118622,04-04-2024,JPY,Primary Info 572,Secondary Info 572,383565.19,152022.98,231542.21,Matched,Approved
1551416,MA7772424816,M30NKHQQO,2872267894,29-03-2024,GBP,Primary Info 573,Secondary Info 573,476770.92,321365.4,155405.52,Partially Matched,Needs review
2982316,UB8819823636,MGMYCK5LL,3097721953,18-07-2024,USD,Primary Info 574,Secondary Info 574,1002.02,257439.47,-256437.45,Unmatched,Needs review
1099996,UJ9833170110,1ETDE35Y4,1004114017,28-05-2024,USD,Primary Info 575,Secondary Info 575,189848.03,20903.63,168944.4,Unmatched,Needs review
6824227,AY0507805591,XHN0OTHRS,2484346863,03-10-2024,AUD,Primary Info 576,Secondary Info 576,436114.55,244216.99,191897.56,Pending,Needs review
2717390,EN7785139430,3KS1CUAC3,1403788650,24-05-2024,GBP,Primary Info 577,Secondary Info 577,230959.05,79350.76,151608.29,Pending,Approved
1375040,UP4912606998,W0O5O3TIB,1209230882,20-06-2024,USD,Primary Info 578,Secondary Info 578,152008.67,460214.79,-308206.12,Unmatched,Pending investigation
4651560,FC4410164766,BOQRX65TP,6022746721,21-10-2024,USD,Primary Info 579,Secondary Info 579,14604.03,127967.53,-113363.5,Matched,Pending investigation
9942909,PI2723281308,VECZK3B6Z,3207564619,18-01-2025,AUD,Primary Info 580,Secondary Info 580,17263.61,110722.44,-93458.83,Unmatched,Pending investigation
1014181,XR0364180226,EKFCL2W39,2411597669,19-08-2024,AUD,Primary Info 581,Secondary Info 581,247451.86,338089.23,-90637.37,Partially Matched,Approved
3147955,YW5207625289,2DUKNLV9O,6311723651,02-01-2025,INR,Primary Info 582,Secondary Info 582,103298.58,360179.59,-256881.01,Pending,Check discrepancy
2945059,PW2762225163,679NOYW0S,2052460881,27-01-2025,AUD,Primary Info 583,Secondary Info 583,222095.23,105136.85,116958.38,Matched,Approved
2876604,CG2410933450,WTB1WT5Z7,2810890082,24-07-2024,JPY,Primary Info 584,Secondary Info 584,30708.54,37538.89,-6830.35,Unmatched,Needs review
5587795,PZ6053613194,7SADGIYHN,3051089894,23-10-2024,CAD,Primary Info 585,Secondary Info 585,494644.47,165893.88,328750.59,Pending,Needs review
4989664,JU3978701167,T49UZ67X5,2591288063,21-05-2024,GBP,Primary Info 586,Secondary Info 586,296883.27,49942.68,246940.59,Partially Matched,Needs review
1297718,VN3394618307,HOK2AO2TK,1128835546,18-05-2024,GBP,Primary Info 587,Secondary Info 587,335852.86,421607.22,-85754.36,Pending,Check discrepancy
2570653,QG6123502057,XXNANK25B,1593085811,26-04-2024,INR,Primary Info 588,Secondary Info 588,302227.98,292830.49,9397.49,Matched,Needs review
8138379,OT1049629979,UM280XXX7,2052460881,23-10-2024,CAD,Primary Info 589,Secondary Info 589,441111.21,318731.58,122379.63,Pending,Check discrepancy
7500669,DL1007608406,VB0RV6I8X,2533952126,02-12-2024,JPY,Primary Info 590,Secondary Info 590,176112.01,299495.36,-123383.35,Unmatched,Pending investigation
3274179,KJ7304797452,2G4VI8XA5,2113471872,06-04-2024,INR,Primary Info 591,Secondary Info 591,131649.57,12973.98,118675.59,Pending,Pending investigation
1361455,SX4621523162,V2OOSC6NE,5156330826,20-03-2025,EUR,Primary Info 592,Secondary Info 592,306933.46,118427.24,188506.22,Unmatched,Approved
2213282,SQ1218257811,117BOZN01,3147120327,25-08-2024,INR,Primary Info 593,Secondary Info 593,137326.84,413451.31,-276124.47,Matched,
2013165,VK7900329657,EYQBORSOU,6522399468,29-04-2024,GBP,Primary Info 594,Secondary Info 594,402313.65,407399.28,-5085.63,Pending,
2929948,WX7585659964,A7IWBDZ2O,3171722981,12-04-2024,AUD,Primary Info 595,Secondary Info 595,84591.36,320209.38,-235618.02,Pending,Check discrepancy
1708923,XG1554945678,X05FWUWQJ,3147120327,10-03-2025,GBP,Primary Info 596,Secondary Info 596,67937.42,299525.41,-231587.99,Partially Matched,Check discrepancy
2198695,TS0947302862,K8NVGLZFQ,1899653477,31-07-2024,JPY,Primary Info 597,Secondary Info 597,498059.05,396249.99,101809.06,Unmatched,Check discrepancy
4415714,BO5631615977,BIRBWRZ77,1371069528,12-05-2024,USD,Primary Info 598,Secondary Info 598,459055.85,361743.26,97312.59,Partially Matched,Pending investigation
7877567,JP7273996588,1T6DJYHJV,2760390125,24-02-2025,USD,Primary Info 599,Secondary Info 599,338312.64,287188.62,51124.02,Unmatched,Approved
3090806,TL0990722567,4P18AQKKB,2767081636,12-03-2025,USD,Primary Info 600,Secondary Info 600,350632.69,166561.27,184071.42,Unmatched,Check discrepancy
1509732,BU6883842501,POUMO9Q5L,2592736339,24-10-2024,USD,Primary Info 601,Secondary Info 601,228387.49,252309.23,-23921.74,Matched,Check discrepancy
1506949,CY4136808506,FG20PBQY1,2963132263,28-06-2024,GBP,Primary Info 602,Secondary Info 602,2642.81,200244.99,-197602.18,Unmatched,Needs review
8208706,JB4782592975,PGBD3NH5U,1440239046,28-04-2024,AUD,Primary Info 603,Secondary Info 603,440965.05,424728.87,16236.18,Unmatched,Needs review
1690189,BQ0809136762,SWVSH6L10,1977125960,02-10-2024,CAD,Primary Info 604,Secondary Info 604,487292.49,321694.73,165597.76,Partially Matched,Approved
2421555,SW8544342674,Q0JESF95B,3201746465,10-04-2024,GBP,Primary Info 605,Secondary Info 605,431843.18,488871.91,-57028.73,Pending,Needs review
1678496,IN3255895260,FW6WB6REX,2542279697,18-07-2024,USD,Primary Info 606,Secondary Info 606,238589.89,447843.27,-209253.38,Partially Matched,Pending investigation
4682131,KL6485959079,5BXZ8TI5U,1529058339,20-03-2025,USD,Primary Info 607,Secondary Info 607,113384.73,462776.18,-349391.45,Pending,Approved
2878595,HF2591693742,J2M1P6BHQ,2592807580,12-01-2025,EUR,Primary Info 608,Secondary Info 608,99406.37,190574.72,-91168.35,Partially Matched,
1654189,KW3384345073,ZPWVXA91D,3014644203,13-07-2024,AUD,Primary Info 609,Secondary Info 609,27302.84,433769,-406466.16,Pending,Needs review
2249468,YT6224186728,OJRBS15H2,1953837127,20-08-2024,CAD,Primary Info 610,Secondary Info 610,169107.22,88688.96,80418.26,Unmatched,Approved
2475171,HR1859190840,DW7EZYMW9,2231936771,10-12-2024,CAD,Primary Info 611,Secondary Info 611,455560.15,109240.59,346319.56,Pending,Needs review
1714902,OC5168810262,AEVXV45IN,2578986413,27-12-2024,GBP,Primary Info 612,Secondary Info 612,467867.09,153953.53,313913.56,Unmatched,
2895599,AO3690059779,G0NE4NJ0Z,3201746465,16-10-2024,INR,Primary Info 613,Secondary Info 613,159360.78,186599.36,-27238.58,Pending,
6325453,HX0829313097,4MJBNJM18,1159212440,19-05-2024,CAD,Primary Info 614,Secondary Info 614,277858.41,279019.16,-1160.75,Matched,Pending investigation
2872880,VY1030288110,0O8NXXQVY,8767948557,16-12-2024,USD,Primary Info 615,Secondary Info 615,276223.61,466525.36,-190301.75,Matched,
1828652,ME7532756819,OGNV6Z9Q6,3201746465,31-07-2024,INR,Primary Info 616,Secondary Info 616,297221.13,94244.45,202976.68,Unmatched,Needs review
2449622,TO4253399909,GP97HOYM6,6734073321,27-01-2025,AUD,Primary Info 617,Secondary Info 617,21144.16,27808.61,-6664.45,Pending,Needs review
3068105,AX3488867027,1AV7SUQNK,3369578157,16-04-2024,GBP,Primary Info 618,Secondary Info 618,400658.13,461989.1,-61330.97,Matched,Needs review
1626392,OR3391845492,TUXBPJW5I,1855874481,19-03-2025,AUD,Primary Info 619,Secondary Info 619,53950.29,324780.48,-270830.19,Matched,Needs review
1314352,AV7998054582,SBEJT27LX,2281610552,20-12-2024,GBP,Primary Info 620,Secondary Info 620,255229.82,392207.61,-136977.79,Pending,Needs review
7673537,WR8468188760,D5HAEJ26X,2094943756,15-06-2024,GBP,Primary Info 621,Secondary Info 621,225805.51,382184.37,-156378.86,Unmatched,Needs review
2554803,LC0357878196,R429TYMLK,2213469677,13-01-2025,GBP,Primary Info 622,Secondary Info 622,39192.77,95632.57,-56439.8,Matched,Approved
5053752,MS7633126169,3MFF7VJB9,3128643714,01-02-2025,JPY,Primary Info 623,Secondary Info 623,449701.94,401534.46,48167.48,Pending,Needs review
2295733,ZO9529928947,DO9P0G1VG,1843315526,13-08-2024,AUD,Primary Info 624,Secondary Info 624,252401.59,130298.94,122102.65,Unmatched,Approved
2603428,BD9150075929,VJWNIDVM7,1202126568,11-06-2024,AUD,Primary Info 625,Secondary Info 625,346339.65,108139.19,238200.46,Partially Matched,Needs review
3924497,JI8431494264,AP0JVTDSJ,9026808811,11-10-2024,EUR,Primary Info 626,Secondary Info 626,52848.74,8839.65,44009.09,Partially Matched,Approved
1521830,ZO2005037621,19G1HGPUA,5001812293,23-12-2024,CAD,Primary Info 627,Secondary Info 627,495909.4,306691.6,189217.8,Unmatched,
2535260,VR7128699264,CTHAAH3A4,2311232004,17-05-2024,USD,Primary Info 628,Secondary Info 628,346538.76,462328.13,-115789.37,Matched,Approved
2533950,XE3641431482,NM4Y4ZWWG,4189860023,30-12-2024,JPY,Primary Info 629,Secondary Info 629,338529.76,219071.76,119458,Partially Matched,Check discrepancy
2494520,XX2426151464,IU3A11NVQ,1030346123,22-11-2024,INR,Primary Info 630,Secondary Info 630,159742.72,105802.07,53940.65,Pending,Needs review
2925156,SL2138484775,96Z072AMX,2741651238,17-01-2025,GBP,Primary Info 631,Secondary Info 631,432565.58,145459.35,287106.23,Unmatched,Approved
2998574,MH1974077693,OYNYOOOJ0,1713979388,15-03-2025,CAD,Primary Info 632,Secondary Info 632,268778.86,414070.48,-145291.62,Unmatched,Approved
2537697,PM2273332003,1HBYF63W9,2800820236,02-10-2024,INR,Primary Info 633,Secondary Info 633,347247.11,288585.78,58661.33,Unmatched,Pending investigation
1259400,MV0381391245,PJNFQLA8L,2723505848,13-04-2024,CAD,Primary Info 634,Secondary Info 634,219000.46,301814.77,-82814.31,Pending,Check discrepancy
9950164,AH8360866172,Z3SYTUEVY,2742950907,12-08-2024,JPY,Primary Info 635,Secondary Info 635,312116.43,459263.99,-147147.56,Matched,Needs review
4783546,HO7150382113,0ZH6CFHVF,2557464683,13-08-2024,INR,Primary Info 636,Secondary Info 636,228588.7,325864.87,-97276.17,Partially Matched,Check discrepancy
1301962,HS2715588020,TS52ITGO7,1210757603,22-03-2025,EUR,Primary Info 637,Secondary Info 637,455953.8,346897.64,109056.16,Unmatched,
2679862,ET2437632498,YD7DPGSZM,2869447752,31-05-2024,USD,Primary Info 638,Secondary Info 638,80123.85,282294.63,-202170.78,Matched,Check discrepancy
6069886,IB4664073850,H3HLZ831T,3124523722,28-09-2024,GBP,Primary Info 639,Secondary Info 639,439285.64,96672.82,342612.82,Matched,Needs review
2634692,NN8187544639,7UOG02ZFE,2871225473,01-07-2024,JPY,Primary Info 640,Secondary Info 640,488114.7,195653.8,292460.9,Matched,Check discrepancy
2776163,DJ9439947501,4Q7XI3CSR,2368969006,31-03-2024,JPY,Primary Info 641,Secondary Info 641,92909.42,481680.09,-388770.67,Pending,Needs review
2805687,WD4394438013,5Q4XQKL4M,2142173203,21-12-2024,USD,Primary Info 642,Secondary Info 642,149150.78,27390.62,121760.16,Pending,Needs review
2658525,RX3792690255,CS5CWRRCL,1598836136,24-08-2024,GBP,Primary Info 643,Secondary Info 643,11659.2,403197.75,-391538.55,Partially Matched,Needs review
9612005,FE8466798102,HIA8M55GH,3063972483,24-04-2024,EUR,Primary Info 644,Secondary Info 644,65931.27,218579.53,-152648.26,Unmatched,Pending investigation
3027742,EW6854088170,3B7IW1XW8,1532051575,23-06-2024,USD,Primary Info 645,Secondary Info 645,315088.23,398672.52,-83584.29,Unmatched,
1640209,ZR9860186948,FIC2B34D9,9916869085,19-03-2025,INR,Primary Info 646,Secondary Info 646,298151.22,140645.44,157505.78,Matched,
2220113,HZ5113358608,KWUEYTKT1,3292884559,13-10-2024,USD,Primary Info 647,Secondary Info 647,454974.43,348960.43,106014,Matched,Check discrepancy
1208061,JO6176585172,CCXE1PYZG,1287178893,15-10-2024,EUR,Primary Info 648,Secondary Info 648,419330.34,47744.82,371585.52,Matched,Check discrepancy
3360000,MU7545973933,ZW22UIV29,3372436847,21-07-2024,INR,Primary Info 649,Secondary Info 649,314091.82,175326.99,138764.83,Unmatched,Check discrepancy
1425730,KY1607231791,RHYDAR50Y,3080692837,06-01-2025,GBP,Primary Info 650,Secondary Info 650,244777.49,86627.64,158149.85,Matched,
4621038,ZN5203020600,DHQ1URBHN,1076564043,21-12-2024,GBP,Primary Info 651,Secondary Info 651,263669.6,417508.51,-153838.91,Pending,Check discrepancy
6370856,VK3284036509,JKG3D9F5K,1111108821,31-10-2024,EUR,Primary Info 652,Secondary Info 652,373498.2,418454.99,-44956.79,Matched,Check discrepancy
1215032,MO6994338079,BF8JAJ7FD,4393816851,18-03-2025,USD,Primary Info 653,Secondary Info 653,152729.43,142501.65,10227.78,Partially Matched,Approved
1963854,RZ2646548100,QHSFY1MQC,1665075255,12-05-2024,CAD,Primary Info 654,Secondary Info 654,187384.83,26258.29,161126.54,Matched,
3003224,VN1876483522,8V8OVL50W,2584732885,03-06-2024,GBP,Primary Info 655,Secondary Info 655,94939.86,308254.78,-213314.92,Pending,Pending investigation
2553943,KU6147049660,4IHCK7F2G,1991882165,13-02-2025,GBP,Primary Info 656,Secondary Info 656,19609.85,459293.47,-439683.62,Unmatched,
3117667,AV3783976196,H5YOACMDF,2816329391,06-07-2024,CAD,Primary Info 657,Secondary Info 657,415765.94,314830.27,100935.67,Partially Matched,
2094544,BJ9083104067,CECOA8M9H,8536528258,27-11-2024,USD,Primary Info 658,Secondary Info 658,413466.4,466456.05,-52989.65,Partially Matched,Approved
1606571,JU6211625556,KB5VT2PXL,2742716184,24-10-2024,JPY,Primary Info 659,Secondary Info 659,50883.77,244183.03,-193299.26,Matched,
2897747,PM5247125646,ZQIKXQNGF,2697405281,19-06-2024,INR,Primary Info 660,Secondary Info 660,64714.6,84077.09,-19362.49,Pending,Approved
1392655,BJ7422140202,WEQCL0XR2,1102718993,10-02-2025,USD,Primary Info 661,Secondary Info 661,167566.78,61935.23,105631.55,Partially Matched,Check discrepancy
1064732,LF9105136553,A514J9GO9,3254443012,14-03-2025,AUD,Primary Info 662,Secondary Info 662,436074.08,389195.95,46878.13,Pending,Needs review
2606666,XO2654477584,3MYY7H1HL,3302551287,03-01-2025,USD,Primary Info 663,Secondary Info 663,179769.77,101362.3,78407.47,Pending,Pending investigation
1454339,GT5471526093,JS3M3LEE6,3058115356,21-03-2025,USD,Primary Info 664,Secondary Info 664,160431.69,261556.83,-101125.14,Partially Matched,Pending investigation
2780384,DG6933615175,UA6AKBRZP,2964225731,12-05-2024,GBP,Primary Info 665,Secondary Info 665,343637.04,319853.65,23783.39,Unmatched,Check discrepancy
2404505,AS1389046650,HZSTFSC9W,2311126907,07-10-2024,INR,Primary Info 666,Secondary Info 666,115910.82,111468.1,4442.72,Pending,Pending investigation
6104796,FM7654480469,KF9137QHQ,2271707857,16-09-2024,GBP,Primary Info 667,Secondary Info 667,162941.41,379767.32,-216825.91,Matched,
4544281,EY3031370121,AV5VMIKNJ,4635086370,19-10-2024,USD,Primary Info 668,Secondary Info 668,413160.81,195357.05,217803.76,Unmatched,Needs review
1948127,KY5619595103,JZMU92B00,2099482959,07-11-2024,INR,Primary Info 669,Secondary Info 669,318491.02,450013.9,-131522.88,Unmatched,Needs review
1221156,QW3411022906,F3M8O6OE7,1292737710,30-11-2024,CAD,Primary Info 670,Secondary Info 670,272762.76,359320.03,-86557.27,Pending,Approved
2126067,YN7635378609,OUJJH89X2,3794903210,18-01-2025,EUR,Primary Info 671,Secondary Info 671,369054.25,318490.94,50563.31,Matched,Approved
2192031,ZN6422595854,KZXJI261P,1642997549,07-02-2025,INR,Primary Info 672,Secondary Info 672,328740.77,419579.57,-90838.8,Partially Matched,Check discrepancy
2796819,SH7475534470,3YA06GUST,2036376745,12-09-2024,USD,Primary Info 673,Secondary Info 673,456081.92,398062.31,58019.61,Pending,Needs review
3373769,XL7492876243,YMSIDDXRP,2738425317,24-06-2024,GBP,Primary Info 674,Secondary Info 674,159738.49,499144.51,-339406.02,Matched,Needs review
1720131,AD4281226480,2DNP517C2,1620053461,26-01-2025,GBP,Primary Info 675,Secondary Info 675,173386.82,430813.78,-257426.96,Matched,Check discrepancy
2226134,FQ4749840958,6Z45TR9HD,1823500314,30-10-2024,GBP,Primary Info 676,Secondary Info 676,292878.27,362774.08,-69895.81,Partially Matched,Needs review
1760989,PN8547482990,WAP99H1YU,1718180725,25-10-2024,AUD,Primary Info 677,Secondary Info 677,458726.78,159948.9,298777.88,Pending,Needs review
3305668,NX7515277994,HHVW0WF6M,2872051571,03-05-2024,INR,Primary Info 678,Secondary Info 678,74408.75,102115.5,-27706.75,Pending,
5880374,GG2402722310,PKWXYZ8MK,1904272692,20-11-2024,INR,Primary Info 679,Secondary Info 679,87637.97,305189.43,-217551.46,Partially Matched,Pending investigation
6418838,QT9457027597,VXBT4B4GE,3369148868,11-11-2024,JPY,Primary Info 680,Secondary Info 680,341890.57,218124.88,123765.69,Matched,Approved
7109914,AQ9788479946,G6N3QLS0R,3532331346,12-08-2024,INR,Primary Info 681,Secondary Info 681,419180.44,293929.24,125251.2,Partially Matched,Needs review
1224491,OX4945853978,NAXXPLEEW,3486241367,10-10-2024,AUD,Primary Info 682,Secondary Info 682,273690.23,425797.49,-152107.26,Partially Matched,
