Account Number,As of Date,Currency,Primary Account Info,Secondary Account Info,GL Balance,IHub Balance,Balance Difference,Match Status,Comments
2659184278,2025-03-14,JPY,Primary Info 1032,Secondary Info 1032,413080.04,138015.43,275064.61,Unmatched,Needs review
5940741875,2024-05-25,INR,Primary Info 1033,Secondary Info 1033,50543.18,466712.86,-416169.68,Partially Matched,Approved
1177173503,2024-06-25,USD,Primary Info 1034,Secondary Info 1034,454140.1,315252.88,138887.22,Pending,Check discrepancy
3113831509,2024-12-01,USD,Primary Info 1035,Secondary Info 1035,362664.43,215206.83,147457.6,Partially Matched,Approved
2738247589,2025-01-27,GBP,Primary Info 1036,Secondary Info 1036,14171.76,385848.62,-371676.86,Partially Matched,Approved
3097143944,2024-11-23,INR,Primary Info 1037,Secondary Info 1037,332763.39,331944.28,819.11,Partially Matched,Check discrepancy
1736298887,2025-02-13,CAD,Primary Info 1038,Secondary Info 1038,14286.06,15073.68,-787.62,Partially Matched,Check discrepancy
6792754136,2024-12-27,USD,Primary Info 1039,Secondary Info 1039,62196.5,209769.28,-147572.78,Matched,Check discrepancy
2802364401,2024-08-06,CAD,Primary Info 1040,Secondary Info 1040,296730.68,488497.61,-191766.93,Unmatched,Check discrepancy
2040753144,2024-09-16,EUR,Primary Info 1041,Secondary Info 1041,202108.79,265505,-63396.21,Pending,Pending investigation
3008706424,2024-11-11,JPY,Primary Info 1042,Secondary Info 1042,359720.2,294238.98,65481.22,Matched,Check discrepancy
5852960605,2024-04-13,USD,Primary Info 1043,Secondary Info 1043,156510.6,161704.64,-5194.04,Matched,Check discrepancy
2750393603,2025-03-23,GBP,Primary Info 1044,Secondary Info 1044,241243.59,326266.85,-85023.26,Partially Matched,
8924807540,2024-08-17,USD,Primary Info 1045,Secondary Info 1045,355817.37,463740.04,-107922.67,Matched,Check discrepancy
2274836715,2025-03-22,USD,Primary Info 1046,Secondary Info 1046,81910.51,377330.35,-295419.84,Partially Matched,Check discrepancy
3118428749,2025-03-04,AUD,Primary Info 1047,Secondary Info 1047,244032.88,208179.71,35853.17,Matched,Check discrepancy
3377958087,2024-11-11,AUD,Primary Info 1048,Secondary Info 1048,222719.16,311962.44,-89243.28,Pending,Check discrepancy
8910389996,2024-06-18,JPY,Primary Info 1049,Secondary Info 1049,289177.07,111510.58,177666.49,Unmatched,
3380829230,2024-06-09,GBP,Primary Info 1050,Secondary Info 1050,423921.22,104902.17,319019.05,Matched,Needs review
1624761401,2024-11-17,EUR,Primary Info 1051,Secondary Info 1051,223499.55,9550.35,213949.2,Unmatched,Approved
3097810370,2024-08-11,GBP,Primary Info 1052,Secondary Info 1052,457992.91,489923.59,-31930.68,Matched,
1372346804,2024-06-22,USD,Primary Info 1053,Secondary Info 1053,299533.57,294359.54,5174.03,Matched,
1201994816,2024-08-14,USD,Primary Info 1054,Secondary Info 1054,277196.92,215729.51,61467.41,Pending,Pending investigation
2068265315,2024-03-27,JPY,Primary Info 1055,Secondary Info 1055,218967.05,68005.87,150961.18,Pending,Check discrepancy
1650229927,2024-09-23,AUD,Primary Info 1056,Secondary Info 1056,482743.78,335857.85,146885.93,Pending,Needs review
3269646182,2024-09-08,JPY,Primary Info 1057,Secondary Info 1057,421785.87,442349.83,-20563.96,Partially Matched,Check discrepancy
1556961718,2025-01-28,EUR,Primary Info 1058,Secondary Info 1058,172995.06,220031.02,-47035.96,Pending,Approved
1493940753,2024-12-01,INR,Primary Info 1059,Secondary Info 1059,442598.8,91673.56,350925.24,Matched,Check discrepancy
8376865464,2024-06-04,AUD,Primary Info 1060,Secondary Info 1060,249759.11,68161.46,181597.65,Unmatched,Pending investigation
2217569465,2024-06-14,INR,Primary Info 1061,Secondary Info 1061,220637.33,78894.07,141743.26,Unmatched,Pending investigation
1556296844,2024-04-23,GBP,Primary Info 1062,Secondary Info 1062,80465.38,483826.4,-403361.02,Partially Matched,Pending investigation
8561496878,2024-12-29,GBP,Primary Info 1063,Secondary Info 1063,437491.15,90067.69,347423.46,Pending,Pending investigation
8913489314,2024-05-06,USD,Primary Info 1064,Secondary Info 1064,456562.13,410045.1,46517.03,Partially Matched,Check discrepancy
3874853275,2024-04-27,CAD,Primary Info 1065,Secondary Info 1065,484460.78,301836.78,182624,Matched,Approved
8118953911,2024-12-15,USD,Primary Info 1066,Secondary Info 1066,462477.1,104044.41,358432.69,Unmatched,Approved
1623129163,2025-01-23,EUR,Primary Info 1067,Secondary Info 1067,450130.6,447779.57,2351.03,Pending,Check discrepancy
1344755383,2024-04-21,EUR,Primary Info 1068,Secondary Info 1068,100570.37,116902.5,-16332.13,Pending,
2269949344,2024-12-10,JPY,Primary Info 1069,Secondary Info 1069,10903.99,441464.02,-430560.03,Partially Matched,
3396406384,2025-02-10,JPY,Primary Info 1070,Secondary Info 1070,171701.64,199081.43,-27379.79,Unmatched,Check discrepancy
1523874655,2024-06-30,AUD,Primary Info 1071,Secondary Info 1071,134613,41357.16,93255.84,Pending,Pending investigation
1792499681,2024-07-13,CAD,Primary Info 1072,Secondary Info 1072,476189.68,155636.23,320553.45,Partially Matched,Approved
7782914590,2024-10-02,GBP,Primary Info 1073,Secondary Info 1073,68810.88,33184.17,35626.71,Pending,Needs review
2474579837,2024-03-24,USD,Primary Info 1074,Secondary Info 1074,452073.85,477271.78,-25197.93,Pending,Needs review
2873602378,2024-07-06,GBP,Primary Info 1075,Secondary Info 1075,233064.43,254264.81,-21200.38,Pending,Needs review
6989510592,2024-08-22,INR,Primary Info 1076,Secondary Info 1076,174885.25,317304.48,-142419.23,Partially Matched,Pending investigation
3241336732,2025-02-14,CAD,Primary Info 1077,Secondary Info 1077,464398.46,379358.8,85039.66,Unmatched,Needs review
1552877931,2025-02-15,GBP,Primary Info 1078,Secondary Info 1078,303840.3,345395.07,-41554.77,Pending,
2211002142,2024-07-02,JPY,Primary Info 1079,Secondary Info 1079,28318.51,492820.31,-464501.8,Partially Matched,Needs review
1657733829,2025-02-26,AUD,Primary Info 1080,Secondary Info 1080,256006.12,295101.24,-39095.12,Matched,Pending investigation
1341073762,2025-01-14,INR,Primary Info 1081,Secondary Info 1081,78981.1,388424.19,-309443.09,Partially Matched,
3489535542,2024-10-10,JPY,Primary Info 1082,Secondary Info 1082,397819.97,379703.47,18116.5,Unmatched,Needs review
7679931877,2024-08-07,AUD,Primary Info 1083,Secondary Info 1083,491146.85,54817.77,436329.08,Matched,Needs review
1303946445,2024-07-12,AUD,Primary Info 1084,Secondary Info 1084,281490.74,246509.85,34980.89,Pending,Pending investigation
2482560214,2024-08-06,USD,Primary Info 1085,Secondary Info 1085,38002.48,460383.78,-422381.3,Unmatched,
7530821135,2024-06-30,USD,Primary Info 1086,Secondary Info 1086,104016.14,21714.52,82301.62,Partially Matched,Pending investigation
1362050981,2025-02-13,AUD,Primary Info 1087,Secondary Info 1087,415727.6,233585.75,182141.85,Pending,Approved
1990956268,2024-10-26,GBP,Primary Info 1088,Secondary Info 1088,492861.28,110857,382004.28,Matched,Pending investigation
2572903291,2024-05-26,USD,Primary Info 1089,Secondary Info 1089,164829.95,397262.6,-232432.65,Pending,Pending investigation
2354032515,2025-02-25,JPY,Primary Info 1090,Secondary Info 1090,43286.6,176646.89,-133360.29,Matched,
5191067420,2024-12-18,AUD,Primary Info 1091,Secondary Info 1091,79865.77,291442.51,-211576.74,Pending,Approved
5128501600,2025-01-02,CAD,Primary Info 1092,Secondary Info 1092,432791.25,92823.85,339967.4,Unmatched,
1252218701,2024-04-09,GBP,Primary Info 1093,Secondary Info 1093,367330.8,257452.23,109878.57,Pending,
7897150804,2025-02-03,JPY,Primary Info 1094,Secondary Info 1094,301831.94,404051.11,-102219.17,Partially Matched,
3277912240,2024-10-06,AUD,Primary Info 1095,Secondary Info 1095,26113.26,228063.23,-201949.97,Unmatched,Approved
7619166047,2024-09-12,CAD,Primary Info 1096,Secondary Info 1096,347931.24,332804.73,15126.51,Matched,Pending investigation
2665535822,2024-12-16,USD,Primary Info 1097,Secondary Info 1097,112132.51,346637.57,-234505.06,Pending,
1993188460,2025-01-01,EUR,Primary Info 1098,Secondary Info 1098,99532.27,50012.89,49519.38,Unmatched,Check discrepancy
2743106356,2024-06-03,EUR,Primary Info 1099,Secondary Info 1099,199250.5,285243.02,-85992.52,Unmatched,Needs review
1867714225,2024-06-24,INR,Primary Info 1100,Secondary Info 1100,85087.38,201038.8,-115951.42,Matched,Check discrepancy
2564618316,2024-06-29,EUR,Primary Info 1101,Secondary Info 1101,189035.78,27281.54,161754.24,Unmatched,Check discrepancy
6633915083,2024-07-04,INR,Primary Info 1102,Secondary Info 1102,453218.26,44011.32,409206.94,Unmatched,Approved
3024261536,2025-02-11,INR,Primary Info 1103,Secondary Info 1103,175099.78,481827.09,-306727.31,Pending,Pending investigation
1650589530,2024-08-19,AUD,Primary Info 1104,Secondary Info 1104,176572.62,385270.01,-208697.39,Unmatched,Approved
1894137227,2025-01-31,USD,Primary Info 1105,Secondary Info 1105,65689.64,491537.74,-425848.1,Partially Matched,Check discrepancy
2783691787,2024-10-13,JPY,Primary Info 1106,Secondary Info 1106,245106.57,2649.38,242457.19,Partially Matched,
1755956418,2024-07-13,USD,Primary Info 1107,Secondary Info 1107,369696.57,427243.61,-57547.04,Unmatched,Needs review
4002753892,2025-03-12,GBP,Primary Info 1108,Secondary Info 1108,146207.13,29683.95,116523.18,Unmatched,Check discrepancy
2674241488,2025-03-11,JPY,Primary Info 1109,Secondary Info 1109,369290.18,175171.79,194118.39,Partially Matched,Approved
2814419448,2025-03-06,EUR,Primary Info 1110,Secondary Info 1110,242680.5,62179.95,180500.55,Unmatched,Check discrepancy
2680574332,2024-06-17,USD,Primary Info 1111,Secondary Info 1111,22621.26,78141.42,-55520.16,Pending,Pending investigation
5766049526,2025-03-03,JPY,Primary Info 1112,Secondary Info 1112,26434.88,157232.77,-130797.89,Matched,Needs review
8882245268,2024-05-04,USD,Primary Info 1113,Secondary Info 1113,491816.88,194014.1,297802.78,Pending,
5268805144,2024-04-02,USD,Primary Info 1114,Secondary Info 1114,138843.56,343775.27,-204931.71,Pending,Check discrepancy
1096617504,2025-01-28,EUR,Primary Info 1115,Secondary Info 1115,397057.52,410385.98,-13328.46,Partially Matched,
2535864943,2024-11-06,AUD,Primary Info 1116,Secondary Info 1116,282489.11,458437.88,-175948.77,Pending,Pending investigation
3131958514,2024-11-14,USD,Primary Info 1117,Secondary Info 1117,247093.1,136681.13,110411.97,Matched,Check discrepancy
1336843709,2024-12-08,AUD,Primary Info 1118,Secondary Info 1118,411789.74,338754.22,73035.52,Pending,Needs review
2690899852,2024-08-07,USD,Primary Info 1119,Secondary Info 1119,496145.13,43754.72,452390.41,Matched,Pending investigation
2931512151,2024-12-03,INR,Primary Info 1120,Secondary Info 1120,476780.34,453010.95,23769.39,Pending,Pending investigation
1168775449,2024-12-23,EUR,Primary Info 1121,Secondary Info 1121,319470.79,434886.99,-115416.2,Matched,Check discrepancy
5763657041,2025-03-12,INR,Primary Info 1122,Secondary Info 1122,297969.28,131019.33,166949.95,Unmatched,Approved
3188565855,2024-09-25,AUD,Primary Info 1123,Secondary Info 1123,69383.46,130865.97,-61482.51,Partially Matched,Pending investigation
1258831246,2025-03-17,AUD,Primary Info 1124,Secondary Info 1124,297103.89,214148.54,82955.35,Pending,Needs review
1220181043,2024-04-17,CAD,Primary Info 1125,Secondary Info 1125,228938.5,70078,158860.5,Partially Matched,Check discrepancy
3192777363,2024-12-27,JPY,Primary Info 1126,Secondary Info 1126,301451.24,463977.54,-162526.3,Matched,
2288189839,2024-10-04,CAD,Primary Info 1127,Secondary Info 1127,402658.79,150868.86,251789.93,Pending,Needs review
3212289272,2024-12-04,AUD,Primary Info 1128,Secondary Info 1128,59293.64,131583.48,-72289.84,Matched,Check discrepancy
4667120500,2024-06-18,AUD,Primary Info 1129,Secondary Info 1129,244643.82,368868.12,-124224.3,Pending,Approved
2935043220,2024-06-04,INR,Primary Info 1130,Secondary Info 1130,247642,282433.86,-34791.86,Pending,Needs review
2330019926,2024-04-16,GBP,Primary Info 1131,Secondary Info 1131,277734.28,276935.64,798.64,Unmatched,Approved
2961572176,2024-08-29,USD,Primary Info 1132,Secondary Info 1132,211740.82,455686.14,-243945.32,Partially Matched,Approved
7808957732,2025-02-13,CAD,Primary Info 1133,Secondary Info 1133,264406.83,25168.73,239238.1,Matched,Needs review
1323090521,2025-01-04,CAD,Primary Info 1134,Secondary Info 1134,333279.22,134752.23,198526.99,Pending,Pending investigation
8174778508,2024-12-18,GBP,Primary Info 1135,Secondary Info 1135,400736.79,286441.44,114295.35,Partially Matched,Pending investigation
2258449788,2024-12-19,AUD,Primary Info 1136,Secondary Info 1136,19384.3,253541.85,-234157.55,Partially Matched,
6457642003,2024-10-03,AUD,Primary Info 1137,Secondary Info 1137,331206.68,252287.87,78918.81,Pending,Needs review
1528719233,2024-05-19,USD,Primary Info 1138,Secondary Info 1138,76308.91,90773.8,-14464.89,Matched,Check discrepancy
2930658269,2024-11-02,EUR,Primary Info 1139,Secondary Info 1139,276585.26,499395.2,-222809.94,Matched,Check discrepancy
1265061505,2024-09-24,CAD,Primary Info 1140,Secondary Info 1140,348264.89,488116,-139851.11,Pending,Pending investigation
2525523987,2024-09-09,EUR,Primary Info 1141,Secondary Info 1141,307956.34,332150.91,-24194.57,Unmatched,Pending investigation
2377209303,2025-03-08,CAD,Primary Info 1142,Secondary Info 1142,371164.75,251375.44,119789.31,Partially Matched,Approved
2862994124,2024-10-16,CAD,Primary Info 1143,Secondary Info 1143,233533.34,65855.22,167678.12,Matched,Approved
1095137742,2024-09-14,JPY,Primary Info 1144,Secondary Info 1144,317569.91,184178.21,133391.7,Partially Matched,Check discrepancy
1616447744,2024-10-19,EUR,Primary Info 1145,Secondary Info 1145,276727.96,391753.28,-115025.32,Matched,Pending investigation
1687552178,2024-12-18,AUD,Primary Info 1146,Secondary Info 1146,335486.44,375653.57,-40167.13,Pending,Approved
2244755369,2024-05-17,JPY,Primary Info 1147,Secondary Info 1147,397013.66,43268.7,353744.96,Pending,
1757584385,2025-03-16,AUD,Primary Info 1148,Secondary Info 1148,50841.56,412385.51,-361543.95,Partially Matched,Approved
2824502468,2024-11-04,USD,Primary Info 1149,Secondary Info 1149,393401.45,168876.82,224524.63,Partially Matched,Approved
1740437604,2024-05-23,INR,Primary Info 1150,Secondary Info 1150,226346.19,40620.66,185725.53,Partially Matched,Needs review
6003006999,2025-03-05,JPY,Primary Info 1151,Secondary Info 1151,357843.34,155751.8,202091.54,Pending,Needs review
1134382967,2024-04-12,USD,Primary Info 1152,Secondary Info 1152,44002.45,226545.47,-182543.02,Partially Matched,Check discrepancy
2075963095,2025-02-05,USD,Primary Info 1153,Secondary Info 1153,328528.94,78671.13,249857.81,Partially Matched,Pending investigation
1790621664,2024-03-24,GBP,Primary Info 1154,Secondary Info 1154,207673.39,60791.95,146881.44,Pending,Check discrepancy
2165383032,2025-01-30,AUD,Primary Info 1155,Secondary Info 1155,305215.64,189004.58,116211.06,Unmatched,Approved
2119134239,2024-09-12,JPY,Primary Info 1156,Secondary Info 1156,321052.14,458498.56,-137446.42,Matched,Approved
4918573701,2024-10-18,EUR,Primary Info 1157,Secondary Info 1157,231476.69,129553.9,101922.79,Partially Matched,Approved
5701177664,2024-04-19,AUD,Primary Info 1158,Secondary Info 1158,215755.62,418183.44,-202427.82,Unmatched,Check discrepancy
1394939229,2024-10-20,JPY,Primary Info 1159,Secondary Info 1159,268173.16,101731.06,166442.1,Pending,Needs review
6112747940,2024-11-13,INR,Primary Info 1160,Secondary Info 1160,449666.28,373186.59,76479.69,Unmatched,Pending investigation
4250867554,2024-12-13,INR,Primary Info 1161,Secondary Info 1161,19223.12,151915.25,-132692.13,Pending,
1834085548,2024-11-09,EUR,Primary Info 1162,Secondary Info 1162,269654.48,52324.74,217329.74,Partially Matched,
8439239399,2024-08-20,INR,Primary Info 1163,Secondary Info 1163,398511.37,189660.43,208850.94,Partially Matched,Check discrepancy
3144854977,2025-02-23,GBP,Primary Info 1164,Secondary Info 1164,234752.57,476526.33,-241773.76,Partially Matched,Approved
2054732694,2024-06-24,JPY,Primary Info 1165,Secondary Info 1165,237112.9,23082.23,214030.67,Matched,
1836146191,2025-01-30,INR,Primary Info 1166,Secondary Info 1166,72181.91,36218.08,35963.83,Pending,Pending investigation
4192302728,2025-03-21,GBP,Primary Info 1167,Secondary Info 1167,257858.31,290372.5,-32514.19,Pending,Check discrepancy
2863698495,2024-05-27,GBP,Primary Info 1168,Secondary Info 1168,237405.4,245767.56,-8362.16,Unmatched,Needs review
1234609179,2025-01-04,EUR,Primary Info 1169,Secondary Info 1169,442988.23,232863.63,210124.6,Partially Matched,Pending investigation
1991745510,2024-10-12,CAD,Primary Info 1170,Secondary Info 1170,417291.27,485572.28,-68281.01,Pending,Approved
2890536314,2024-11-11,USD,Primary Info 1171,Secondary Info 1171,159194.39,463708.99,-304514.6,Pending,Approved
1195385370,2024-04-17,GBP,Primary Info 1172,Secondary Info 1172,221810.44,74276.13,147534.31,Pending,
8309950459,2024-12-22,CAD,Primary Info 1173,Secondary Info 1173,193858.31,83392.14,110466.17,Partially Matched,Approved
1358893426,2025-02-18,JPY,Primary Info 1174,Secondary Info 1174,349221.02,265555.42,83665.6,Unmatched,Needs review
2772295160,2025-01-06,JPY,Primary Info 1175,Secondary Info 1175,248833.69,429958.34,-181124.65,Matched,Check discrepancy
2954490837,2024-09-29,GBP,Primary Info 1176,Secondary Info 1176,422093.02,30328.98,391764.04,Unmatched,Pending investigation
1145440386,2024-07-23,CAD,Primary Info 1177,Secondary Info 1177,218977.37,307578.37,-88601,Pending,Approved
2861689352,2024-06-12,EUR,Primary Info 1178,Secondary Info 1178,439997.38,77663.69,362333.69,Matched,Pending investigation
2949482716,2024-06-10,GBP,Primary Info 1179,Secondary Info 1179,81171.28,497008.84,-415837.56,Partially Matched,Approved
1771964998,2025-01-24,JPY,Primary Info 1180,Secondary Info 1180,323163.46,434045.14,-110881.68,Pending,Check discrepancy
2895978550,2024-06-17,EUR,Primary Info 1181,Secondary Info 1181,428715.15,495795.85,-67080.7,Unmatched,
1005611952,2024-12-16,GBP,Primary Info 1182,Secondary Info 1182,249923.61,282637.26,-32713.65,Matched,Check discrepancy
2114741157,2024-05-24,AUD,Primary Info 1183,Secondary Info 1183,146721,215736.99,-69015.99,Pending,
2232773115,2025-03-21,INR,Primary Info 1184,Secondary Info 1184,119244.16,302982.34,-183738.18,Matched,Approved
1591240065,2025-01-03,USD,Primary Info 1185,Secondary Info 1185,222393.92,336072.1,-113678.18,Unmatched,Check discrepancy
2808405107,2025-02-02,INR,Primary Info 1186,Secondary Info 1186,105755.68,367692.47,-261936.79,Pending,Needs review
3139747773,2024-09-13,INR,Primary Info 1187,Secondary Info 1187,206382.55,427931.53,-221548.98,Unmatched,Approved
1492905570,2024-07-10,JPY,Primary Info 1188,Secondary Info 1188,381933.64,125972.3,255961.34,Partially Matched,Approved
2714752470,2024-04-01,JPY,Primary Info 1189,Secondary Info 1189,456425.68,87395.24,369030.44,Pending,Approved
4978231030,2024-11-19,CAD,Primary Info 1190,Secondary Info 1190,490321.14,286436.86,203884.28,Partially Matched,Check discrepancy
3400298547,2024-08-21,INR,Primary Info 1191,Secondary Info 1191,215251.01,185303.52,29947.49,Matched,Pending investigation
3295337299,2024-04-11,AUD,Primary Info 1192,Secondary Info 1192,486179.33,195754.69,290424.64,Pending,
2773736493,2024-04-07,AUD,Primary Info 1193,Secondary Info 1193,261375.78,50787.86,210587.92,Matched,
3018706113,2024-12-12,AUD,Primary Info 1194,Secondary Info 1194,72281.62,257031.53,-184749.91,Partially Matched,Needs review
2521281510,2025-02-15,JPY,Primary Info 1195,Secondary Info 1195,138785.9,123398.84,15387.06,Matched,Approved
8902990332,2025-02-21,GBP,Primary Info 1196,Secondary Info 1196,402361.27,31720.21,370641.06,Partially Matched,Needs review
3237436210,2025-02-19,CAD,Primary Info 1197,Secondary Info 1197,219005.55,270407.99,-51402.44,Unmatched,Check discrepancy
1972976894,2024-05-27,USD,Primary Info 1198,Secondary Info 1198,181962.63,90454.74,91507.89,Matched,Approved
1591101814,2024-09-21,AUD,Primary Info 1199,Secondary Info 1199,76401.35,2299.99,74101.36,Pending,
2816402076,2025-03-03,EUR,Primary Info 1200,Secondary Info 1200,91809.05,305815.49,-214006.44,Matched,Pending investigation
6272255843,2024-07-31,USD,Primary Info 1201,Secondary Info 1201,491848.44,28016.09,463832.35,Partially Matched,
5905099319,2024-04-18,JPY,Primary Info 1202,Secondary Info 1202,369882.53,18313.27,351569.26,Partially Matched,Pending investigation
2758805328,2024-08-29,EUR,Primary Info 1203,Secondary Info 1203,464270.88,272590.59,191680.29,Unmatched,
1129002572,2024-06-14,INR,Primary Info 1204,Secondary Info 1204,498004.23,360690.38,137313.85,Matched,
3384401077,2025-02-25,INR,Primary Info 1205,Secondary Info 1205,252972.79,397544.76,-144571.97,Partially Matched,Check discrepancy
4064280021,2025-03-20,AUD,Primary Info 1206,Secondary Info 1206,154773.34,313697.11,-158923.77,Matched,Pending investigation
1290600866,2024-05-03,GBP,Primary Info 1207,Secondary Info 1207,86819.57,411246.81,-324427.24,Pending,Approved
2250314428,2024-08-18,INR,Primary Info 1208,Secondary Info 1208,142535.53,227799.23,-85263.7,Matched,Needs review
4812259116,2025-02-05,USD,Primary Info 1209,Secondary Info 1209,223339.45,264098.55,-40759.1,Pending,Approved
7767673654,2024-12-22,AUD,Primary Info 1210,Secondary Info 1210,278710.71,416452.1,-137741.39,Matched,
1864729896,2024-04-08,INR,Primary Info 1211,Secondary Info 1211,262305.6,340207.37,-77901.77,Pending,
1217369044,2024-06-26,INR,Primary Info 1212,Secondary Info 1212,132397.54,499260.37,-366862.83,Unmatched,Check discrepancy
1230054959,2024-10-20,AUD,Primary Info 1213,Secondary Info 1213,82381.58,336088.2,-253706.62,Unmatched,
2129368930,2024-12-06,USD,Primary Info 1214,Secondary Info 1214,223222.14,130697.63,92524.51,Partially Matched,
2927276800,2024-04-28,EUR,Primary Info 1215,Secondary Info 1215,350136.67,476619.06,-126482.39,Unmatched,Approved
2275365734,2024-06-06,INR,Primary Info 1216,Secondary Info 1216,180754.92,58361.03,122393.89,Partially Matched,
2544160310,2025-03-17,INR,Primary Info 1217,Secondary Info 1217,314553.57,323237.1,-8683.53,Partially Matched,Pending investigation
6593432878,2024-09-23,INR,Primary Info 1218,Secondary Info 1218,382650.08,112096.81,270553.27,Matched,Check discrepancy
8963067844,2025-02-08,AUD,Primary Info 1219,Secondary Info 1219,286951.6,408359.72,-121408.12,Matched,Approved
9737721497,2024-12-10,USD,Primary Info 1220,Secondary Info 1220,176412.54,498667.3,-322254.76,Pending,Pending investigation
4068178487,2024-05-02,USD,Primary Info 1221,Secondary Info 1221,284716.22,51628.72,233087.5,Partially Matched,Needs review
2401672316,2024-04-17,USD,Primary Info 1222,Secondary Info 1222,153093.67,466647.3,-313553.63,Matched,Check discrepancy
3209105286,2024-09-20,AUD,Primary Info 1223,Secondary Info 1223,138529.75,264637.19,-126107.44,Matched,Check discrepancy
2316572285,2024-08-22,INR,Primary Info 1224,Secondary Info 1224,81352.41,173076.86,-91724.45,Pending,Approved
1563540062,2024-07-09,EUR,Primary Info 1225,Secondary Info 1225,59428.58,268077.17,-208648.59,Unmatched,Approved
3032418979,2025-03-19,EUR,Primary Info 1226,Secondary Info 1226,342236.76,361401.27,-19164.51,Pending,
1772765564,2024-08-27,INR,Primary Info 1227,Secondary Info 1227,24876.87,274539.71,-249662.84,Unmatched,Needs review
2808063606,2024-09-14,AUD,Primary Info 1228,Secondary Info 1228,42946.42,363963.98,-321017.56,Pending,Approved
6580689585,2025-02-05,EUR,Primary Info 1229,Secondary Info 1229,97346.75,83025.81,14320.94,Unmatched,Needs review
3222345541,2024-04-11,AUD,Primary Info 1230,Secondary Info 1230,33120.19,273981.67,-240861.48,Partially Matched,Pending investigation
2425359211,2024-05-27,EUR,Primary Info 1231,Secondary Info 1231,423558.01,352012.9,71545.11,Matched,Approved
1077276882,2024-09-02,AUD,Primary Info 1232,Secondary Info 1232,5559.31,485958.36,-480399.05,Pending,Pending investigation
2344922559,2024-06-09,AUD,Primary Info 1233,Secondary Info 1233,43560,399196.43,-355636.43,Matched,Needs review
2398716505,2024-04-08,JPY,Primary Info 1234,Secondary Info 1234,329393.91,10010.09,319383.82,Matched,Check discrepancy
8540730085,2024-09-04,GBP,Primary Info 1235,Secondary Info 1235,41914.98,409655.47,-367740.49,Unmatched,Approved
1285925386,2024-07-15,CAD,Primary Info 1236,Secondary Info 1236,18651.32,145392.05,-126740.73,Pending,Pending investigation
3370590972,2024-07-01,CAD,Primary Info 1237,Secondary Info 1237,311783.04,354898.94,-43115.9,Matched,
1421208241,2024-04-17,AUD,Primary Info 1238,Secondary Info 1238,25029.47,26281.95,-1252.48,Partially Matched,Check discrepancy
5817141000,2024-06-27,EUR,Primary Info 1239,Secondary Info 1239,453051.16,340829.82,112221.34,Partially Matched,Pending investigation
1801341439,2024-05-20,INR,Primary Info 1240,Secondary Info 1240,137896.62,163961.28,-26064.66,Partially Matched,
3279935651,2024-12-13,JPY,Primary Info 1241,Secondary Info 1241,178236.4,431297.02,-253060.62,Matched,Approved
3335408209,2024-12-09,JPY,Primary Info 1242,Secondary Info 1242,102657.98,329155.45,-226497.47,Partially Matched,Check discrepancy
1783195364,2024-12-26,CAD,Primary Info 1243,Secondary Info 1243,182834.78,344918.98,-162084.2,Unmatched,
3780776266,2024-06-30,INR,Primary Info 1244,Secondary Info 1244,213146.67,308012.25,-94865.58,Matched,Approved
6864175646,2024-06-30,GBP,Primary Info 1245,Secondary Info 1245,34021.18,119723.63,-85702.45,Pending,Pending investigation
1351594053,2024-08-02,INR,Primary Info 1246,Secondary Info 1246,473168.58,46760.63,426407.95,Matched,Pending investigation
1371875643,2024-06-02,INR,Primary Info 1247,Secondary Info 1247,481546.44,165196.22,316350.22,Unmatched,Pending investigation
3045649613,2024-11-14,GBP,Primary Info 1248,Secondary Info 1248,2453.2,266414.98,-263961.78,Matched,
1385927516,2024-06-10,JPY,Primary Info 1249,Secondary Info 1249,223259.12,244284.1,-21024.98,Unmatched,Check discrepancy
1403127749,2024-07-17,JPY,Primary Info 1250,Secondary Info 1250,415979.15,220391,195588.15,Pending,Pending investigation
1957293889,2025-01-10,JPY,Primary Info 1251,Secondary Info 1251,171849.7,257647.07,-85797.37,Matched,Needs review
1761247228,2024-12-31,EUR,Primary Info 1252,Secondary Info 1252,321113.42,387052,-65938.58,Matched,Check discrepancy
7566104937,2024-11-09,EUR,Primary Info 1253,Secondary Info 1253,310522.7,131084.14,179438.56,Partially Matched,Check discrepancy
3321033646,2024-09-27,JPY,Primary Info 1254,Secondary Info 1254,244822.42,308495.31,-63672.89,Matched,Pending investigation
2034183163,2024-06-17,USD,Primary Info 1255,Secondary Info 1255,176357.45,308896.13,-132538.68,Matched,Pending investigation
2673491013,2025-02-13,CAD,Primary Info 1256,Secondary Info 1256,324938.68,350461.6,-25522.92,Matched,Approved
2145941310,2025-03-18,USD,Primary Info 1257,Secondary Info 1257,280213.57,300081.67,-19868.1,Matched,
3152613350,2025-02-01,CAD,Primary Info 1258,Secondary Info 1258,230787.63,424590.29,-193802.66,Pending,Approved
3029827242,2025-03-08,JPY,Primary Info 1259,Secondary Info 1259,433273.71,286626.48,146647.23,Pending,Pending investigation
3218046472,2024-10-02,INR,Primary Info 1260,Secondary Info 1260,142578.66,262399.29,-119820.63,Matched,Needs review
1753163241,2024-04-04,AUD,Primary Info 1261,Secondary Info 1261,270749.61,22238.61,248511,Partially Matched,Needs review
